ön	/ön+Adj
bizimkilerden	/biz+Pron+Pers+A1pl+Pnon+Gen^DB+Pron+Rel+A3pl+Pnon+Abl
bizimkilerden	/biz+Pron+Pers+A1pl+Pnon+Gen^DB+Pron+Rel+A3pl+Pnon+Abl
kimisine	/kimi+Pron+Quant+A3sg+P3sg+Dat
kimisinde	/kimi+Pron+Quant+A3sg+P3sg+Loc
kimindir	/kim+Pron+Ques+A3sg+P2sg+Nom^DB+Verb+Zero+Pres+Cop+A3sg /kim+Pron+Ques+A3sg+Pnon+Gen^DB+Verb+Zero+Pres+Cop+A3sg
kimindir	/kim+Pron+Ques+A3sg+P2sg+Nom^DB+Verb+Zero+Pres+Cop+A3sg /kim+Pron+Ques+A3sg+Pnon+Gen^DB+Verb+Zero+Pres+Cop+A3sg
neyiz	/ne+Pron+Ques+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1pl /ney+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1pl /ne+Pron+Ques+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
neyiz	/ne+Pron+Ques+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1pl /ney+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1pl /ne+Pron+Ques+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
kimisini	/kimi+Pron+Quant+A3sg+P3sg+Acc
buyum	/bu+Pron+Demons+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg
kimlerse	/kim+Pron+Ques+A3pl+Pnon+Nom^DB+Verb+Zero+Cond+A3sg
neyini	/ne+Pron+Ques+A3sg+P3sg+Acc /ney+Noun+A3sg+P3sg+Acc /ney+Noun+A3sg+P2sg+Acc /ne+Pron+Ques+A3sg+P3sg+Acc /ne+Pron+Ques+A3sg+P2sg+Acc
neyini	/ne+Pron+Ques+A3sg+P3sg+Acc /ney+Noun+A3sg+P3sg+Acc /ney+Noun+A3sg+P2sg+Acc /ne+Pron+Ques+A3sg+P3sg+Acc /ne+Pron+Ques+A3sg+P2sg+Acc
neyini	/ne+Pron+Ques+A3sg+P3sg+Acc /ney+Noun+A3sg+P3sg+Acc /ney+Noun+A3sg+P2sg+Acc /ne+Pron+Ques+A3sg+P3sg+Acc /ne+Pron+Ques+A3sg+P2sg+Acc
benimkinden	/ben+Pron+Pers+A1sg+Pnon+Gen^DB+Pron+Rel+A3sg+Pnon+Abl
benimkinden	/ben+Pron+Pers+A1sg+Pnon+Gen^DB+Pron+Rel+A3sg+Pnon+Abl
deminki	/dem+Noun+A3sg+Pnon+Gen^DB+Pron+Rel+A3sg+Pnon+Nom /demin+Noun+A3sg+Pnon+Nom^DB+Adj+Rel
birbirinizden	/birbiri+Pron+Quant+A2pl+P2pl+Abl
herbirisi	/herbiri+Pron+Quant+A3sg+P3sg+Nom
seninleyiz	/sen+Pron+Pers+A2sg+Pnon+Ins^DB+Verb+Zero+Pres+A1pl
kendisin	/kendi+Pron+Reflex+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A2sg
kimiz	/kim+Pron+Ques+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
herbirinde	/herbiri+Pron+Quant+A3sg+P3sg+Loc
buyken	/bu+Pron+Demons+A3sg+Pnon+Nom^DB+Verb+Zero^DB+Adverb+While
öbüründe	/öbür+Pron+Quant+A3sg+P3sg+Loc
tümündeki	/tümü+Pron+Quant+A3pl+P3pl+Loc^DB+Adj+Rel
hangimizin	/hangi+Pron+Ques+A1pl+P1pl+Gen
sendedir	/sen+Pron+Pers+A2sg+Pnon+Loc^DB+Verb+Zero+Pres+Cop+A3sg
birbirilerini	/birbiri+Pron+Quant+A3pl+P3pl+Acc
senlendi	/sen+Pron+PersP+A2sg+Pnon+Ins^DB+Verb+Zero+Past+A3sg
birinizi	/bir+Adj^DB+Noun+Zero+A3sg+P2pl+Acc /bir+Num+Card^DB+Noun+Zero+A3sg+P2pl+Acc /biri+Pron+Quant+A2pl+P2pl+Acc
hiçbiriniz	/hiçbiri+Pron+Quant+A2pl+P2pl+Nom
hangilerinde	/hangi+Pron+Ques+A3pl+P3pl+Loc
benimkini	/ben+Pron+Pers+A1sg+Pnon+Gen^DB+Pron+Rel+A3sg+Pnon+Acc
benimkini	/ben+Pron+Pers+A1sg+Pnon+Gen^DB+Pron+Rel+A3sg+Pnon+Acc
bunlan	/bun+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos+Imp+A2sg /bun+Noun+A3sg+Pnon+Ins /bu+Pron+DemonsP+A3sg+Pnon+Ins
birbirileriyle	/birbiri+Pron+Quant+A3pl+P3pl+Ins
bendedir	/ben+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+Cop+A3sg /ben+Pron+Pers+A1sg+Pnon+Loc^DB+Verb+Zero+Pres+Cop+A3sg /bent+Noun+A3sg+Pnon+Dat^DB+Verb+Zero+Pres+Cop+A3sg /bende+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+Cop+A3sg /bende+Noun+A3sg+Pnon+Nom^DB+Adverb+Since
nerenin	/nere+Pron+Ques+A3sg+P2sg+Gen /nere+Pron+Ques+A3sg+Pnon+Gen
nerenin	/nere+Pron+Ques+A3sg+P2sg+Gen /nere+Pron+Ques+A3sg+Pnon+Gen
o'nun	/o'+Pron+PersP+A3sg+Pnon+Gen
hepimizce	/hep+Pron+Quant+A1pl+P1pl+Equ
bizimdi	/biz+Noun+A3sg+P1sg+Nom^DB+Verb+Zero+Past+A3sg /biz+Pron+Pers+A1pl+Pnon+Gen^DB+Verb+Zero+Past+A3sg
birbirinde	/birbiri+Pron+Quant+A3sg+P3sg+Loc
ona	/o+Pron+Demons+A3sg+Pnon+Dat /o+Pron+Pers+A3sg+Pnon+Dat /on+Num+Card^DB+Noun+Zero+A3sg+Pnon+Dat /ona+Verb+Pos+Imp+A2sg
ona	/o+Pron+Demons+A3sg+Pnon+Dat /o+Pron+Pers+A3sg+Pnon+Dat /on+Num+Card^DB+Noun+Zero+A3sg+Pnon+Dat /ona+Verb+Pos+Imp+A2sg
bendendir	/ben+Noun+A3sg+Pnon+Abl^DB+Verb+Zero+Pres+Cop+A3sg /ben+Pron+Pers+A1sg+Pnon+Abl^DB+Verb+Zero+Pres+Cop+A3sg /bende+Noun+A3sg+P2sg+Nom^DB+Verb+Zero+Pres+Cop+A3sg
senli	/sen+Pron+Pers+A2sg+Pnon+Nom^DB+Adj+With
onlu	/on+Num+Card^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+With /on+Num+Card^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+With^DB+Noun+Zero+A3sg+Pnon+Nom /o+Pron+DemonsP+A3sg+Pnon+Nom^DB+Adj+With /o+Pron+DemonsP+A3sg+Pnon+Nom^DB+Adj+With^DB+Noun+Zero+A3sg+Pnon+Nom
onlu	/on+Num+Card^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+With /on+Num+Card^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+With^DB+Noun+Zero+A3sg+Pnon+Nom /o+Pron+DemonsP+A3sg+Pnon+Nom^DB+Adj+With /o+Pron+DemonsP+A3sg+Pnon+Nom^DB+Adj+With^DB+Noun+Zero+A3sg+Pnon+Nom
bizimkini	/biz+Pron+Pers+A1pl+Pnon+Gen^DB+Pron+Rel+A3sg+Pnon+Acc
bizimkini	/biz+Pron+Pers+A1pl+Pnon+Gen^DB+Pron+Rel+A3sg+Pnon+Acc
benimse	/ben+Noun+A3sg+P1sg+Nom^DB+Verb+Zero+Cond+A3sg /ben+Pron+Pers+A1sg+Pnon+Gen^DB+Verb+Zero+Cond+A3sg /benimse+Verb+Pos+Imp+A2sg
neyleyim	/ne+Pron+Ques+A3sg+Pnon+Ins^DB+Verb+Zero+Pres+A1sg /ney+Noun+A3sg+Pnon+Ins^DB+Verb+Zero+Pres+A1sg /ne+Pron+Ques+A3sg+Pnon+Ins^DB+Verb+Zero+Pres+A1sg
neyleyim	/ne+Pron+Ques+A3sg+Pnon+Ins^DB+Verb+Zero+Pres+A1sg /ney+Noun+A3sg+Pnon+Ins^DB+Verb+Zero+Pres+A1sg /ne+Pron+Ques+A3sg+Pnon+Ins^DB+Verb+Zero+Pres+A1sg
neylerse	/ney+Noun+A3pl+Pnon+Nom^DB+Verb+Zero+Cond+A3sg /ne+Pron+Ques+A3pl+Pnon+Nom^DB+Verb+Zero+Cond+A3sg
nesine	/ne+Pron+Ques+A3sg+P3sg+Dat /ne+Pron+Ques+A3sg+P3sg+Dat
nesine	/ne+Pron+Ques+A3sg+P3sg+Dat /ne+Pron+Ques+A3sg+P3sg+Dat
öbüründen	/öbür+Pron+Quant+A3sg+P3sg+Abl
nene	/ne+Pron+Ques+A3sg+P2sg+Dat /ne+Pron+Ques+A3sg+P2sg+Dat
nene	/ne+Pron+Ques+A3sg+P2sg+Dat /ne+Pron+Ques+A3sg+P2sg+Dat
bizsiz	/biz+Noun+A3sg+Pnon+Nom^DB+Adj+Without /biz+Pron+Pers+A1pl+Pnon+Nom^DB+Adj+Without
bizdeyken	/biz+Noun+A3sg+Pnon+Loc^DB+Verb+Zero^DB+Adverb+While /biz+Pron+Pers+A1pl+Pnon+Loc^DB+Verb+Zero^DB+Adverb+While
herbirini	/herbiri+Pron+Quant+A3sg+P3sg+Acc
siz	/siz+Pron+Pers+A2pl+Pnon+Nom
bendir	/ben+Noun+A3sg+Pnon+Nom^DB+Adverb+Since /ben+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+Cop+A3sg /ben+Pron+Pers+A1sg+Pnon+Nom^DB+Verb+Zero+Pres+Cop+A3sg
nesiydi	/ne+Pron+Ques+A3sg+P3sg+Nom^DB+Verb+Zero+Past+A3sg /ne+Pron+Ques+A3sg+P3sg+Nom^DB+Verb+Zero+Past+A3sg
nesiydi	/ne+Pron+Ques+A3sg+P3sg+Nom^DB+Verb+Zero+Past+A3sg /ne+Pron+Ques+A3sg+P3sg+Nom^DB+Verb+Zero+Past+A3sg
kimimizin	/kim+Pron+Ques+A3sg+P1pl+Gen /kimi+Pron+Quant+A1pl+P1pl+Gen
kimimizin	/kim+Pron+Ques+A3sg+P1pl+Gen /kimi+Pron+Quant+A1pl+P1pl+Gen
sizdiniz	/siz+Pron+Pers+A2pl+Pnon+Nom^DB+Verb+Zero+Past+A2pl
neredeyim	/nere+Pron+Ques+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+A1sg
nedendi	/neden+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg /ne+Pron+Ques+A3sg+Pnon+Abl^DB+Verb+Zero+Past+A3sg
kendilerindeki	/kendi+Pron+Reflex+A3pl+P3pl+Loc^DB+Adj+Rel
neredeydiler	/nere+Pron+Ques+A3sg+Pnon+Loc^DB+Verb+Zero+Past+A3pl
bizimledir	/biz+Pron+Pers+A1pl+Pnon+Ins^DB+Verb+Zero+Pres+Cop+A3sg /biz+Noun+A3sg+P1sg+Ins^DB+Verb+Zero+Pres+Cop+A3sg
neresindedir	/nere+Pron+Ques+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+Cop+A3sg
neylesin	/ne+Pron+Ques+A3sg+Pnon+Ins^DB+Verb+Zero+Pres+A2sg /ney+Noun+A3sg+Pnon+Ins^DB+Verb+Zero+Pres+A2sg /ne+Pron+Ques+A3sg+Pnon+Ins^DB+Verb+Zero+Pres+A2sg
neylesin	/ne+Pron+Ques+A3sg+Pnon+Ins^DB+Verb+Zero+Pres+A2sg /ney+Noun+A3sg+Pnon+Ins^DB+Verb+Zero+Pres+A2sg /ne+Pron+Ques+A3sg+Pnon+Ins^DB+Verb+Zero+Pres+A2sg
benimkine	/ben+Pron+Pers+A1sg+Pnon+Gen^DB+Pron+Rel+A3sg+Pnon+Dat
benimkine	/ben+Pron+Pers+A1sg+Pnon+Gen^DB+Pron+Rel+A3sg+Pnon+Dat
hangisiyse	/hangi+Pron+Ques+A3sg+P3sg+Nom^DB+Verb+Zero+Cond+A3sg
bizdendir	/biz+Noun+A3sg+Pnon+Abl^DB+Verb+Zero+Pres+Cop+A3sg /biz+Pron+Pers+A1pl+Pnon+Abl^DB+Verb+Zero+Pres+Cop+A3sg
neyiniz	/ney+Noun+A3sg+Pnon+Gen^DB+Verb+Zero+Pres+A1pl /ney+Noun+A3sg+P2pl+Nom /ne+Pron+Ques+A3sg+P2pl+Nom /ne+Pron+Ques+A3sg+Pnon+Gen^DB+Verb+Zero+Pres+A1pl
neyiniz	/ney+Noun+A3sg+Pnon+Gen^DB+Verb+Zero+Pres+A1pl /ney+Noun+A3sg+P2pl+Nom /ne+Pron+Ques+A3sg+P2pl+Nom /ne+Pron+Ques+A3sg+Pnon+Gen^DB+Verb+Zero+Pres+A1pl
nemle	/ne+Pron+Ques+A3sg+P1sg+Ins /nem+Noun+A3sg+Pnon+Ins /ne+Pron+Ques+A3sg+P1sg+Ins
nemle	/ne+Pron+Ques+A3sg+P1sg+Ins /nem+Noun+A3sg+Pnon+Ins /ne+Pron+Ques+A3sg+P1sg+Ins
hanginizin	/hangi+Pron+Ques+A2pl+P1pl+Gen
nerelisin	/nere+Pron+Ques+A3sg+Pnon+Nom^DB+Adj+With^DB+Adj+JustLike^DB+Noun+Zero+A3sg+P2sg+Nom /nere+Pron+Ques+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A2sg
nerelisin	/nere+Pron+Ques+A3sg+Pnon+Nom^DB+Adj+With^DB+Adj+JustLike^DB+Noun+Zero+A3sg+P2sg+Nom /nere+Pron+Ques+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A2sg
benimdi	/ben+Noun+A3sg+P1sg+Nom^DB+Verb+Zero+Past+A3sg /ben+Pron+Pers+A1sg+Pnon+Gen^DB+Verb+Zero+Past+A3sg
sizinkiler	/siz+Pron+Pers+A2pl+Pnon+Gen^DB+Pron+Rel+A3pl+Pnon+Nom
sizinkiler	/siz+Pron+Pers+A2pl+Pnon+Gen^DB+Pron+Rel+A3pl+Pnon+Nom
sizdedir	/siz+Pron+Pers+A2pl+Pnon+Loc^DB+Verb+Zero+Pres+Cop+A3sg
sizim	/siz+Pron+PersP+A2pl+Pnon+Nom^DB+Verb+Zero+Pres+A1sg
osun	/o+Pron+Demons+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A2sg /o+Pron+Pers+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A2sg
osun	/o+Pron+Demons+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A2sg /o+Pron+Pers+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A2sg
olumu	/o+Pron+PersP+A3sg+Pnon+Nom^DB+Adj+With^DB+Noun+Zero+A3sg+P1sg+Acc
kimdeyse	/kim+Pron+Ques+A3sg+Pnon+Loc^DB+Verb+Zero+Cond+A3sg
kimlerde	/kim+Pron+Ques+A3pl+Pnon+Loc
benimkiler	/ben+Pron+Pers+A1sg+Pnon+Gen^DB+Pron+Rel+A3pl+Pnon+Nom
benimkiler	/ben+Pron+Pers+A1sg+Pnon+Gen^DB+Pron+Rel+A3pl+Pnon+Nom
apronunda	/apron+Noun+A3sg+P3sg+Loc /apron+Noun+A3sg+P2sg+Loc
apronunda	/apron+Noun+A3sg+P3sg+Loc /apron+Noun+A3sg+P2sg+Loc
apronunda	/apron+Noun+A3sg+P3sg+Loc /apron+Noun+A3sg+P2sg+Loc
digerininki	/diger+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Nom /diger+Noun+A3sg+P3sg+Gen^DB+Pron+A3sg+Pnon+Nom /digeri+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Nom /digeri+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Nom /digerin+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Nom /digerinink+Noun+A3sg+P3sg+Nom /digerinink+Noun+A3sg+Pnon+Acc /digerininki+Noun+A3sg+Pnon+Nom
digerininki	/diger+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Nom /diger+Noun+A3sg+P3sg+Gen^DB+Pron+A3sg+Pnon+Nom /digeri+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Nom /digeri+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Nom /digerin+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Nom /digerinink+Noun+A3sg+P3sg+Nom /digerinink+Noun+A3sg+Pnon+Acc /digerininki+Noun+A3sg+Pnon+Nom
digerininki	/diger+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Nom /diger+Noun+A3sg+P3sg+Gen^DB+Pron+A3sg+Pnon+Nom /digeri+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Nom /digeri+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Nom /digerin+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Nom /digerinink+Noun+A3sg+P3sg+Nom /digerinink+Noun+A3sg+Pnon+Acc /digerininki+Noun+A3sg+Pnon+Nom
digerininki	/diger+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Nom /diger+Noun+A3sg+P3sg+Gen^DB+Pron+A3sg+Pnon+Nom /digeri+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Nom /digeri+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Nom /digerin+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Nom /digerinink+Noun+A3sg+P3sg+Nom /digerinink+Noun+A3sg+Pnon+Acc /digerininki+Noun+A3sg+Pnon+Nom
digerininki	/diger+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Nom /diger+Noun+A3sg+P3sg+Gen^DB+Pron+A3sg+Pnon+Nom /digeri+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Nom /digeri+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Nom /digerin+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Nom /digerinink+Noun+A3sg+P3sg+Nom /digerinink+Noun+A3sg+Pnon+Acc /digerininki+Noun+A3sg+Pnon+Nom
o'dur	/o'+Pron+PersP+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+Cop+A3sg
neyime	/ney+Noun+A3sg+P1sg+Dat /ne+Pron+Ques+A3sg+P1sg+Dat
bendeydi	/ben+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Past+A3sg /ben+Pron+Pers+A1sg+Pnon+Loc^DB+Verb+Zero+Past+A3sg /bent+Noun+A3sg+Pnon+Dat^DB+Verb+Zero+Past+A3sg /bende+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
neresiyse	/nere+Pron+Ques+A3sg+P3sg+Nom^DB+Verb+Zero+Cond+A3sg
bizimse	/biz+Noun+A3sg+P1sg+Nom^DB+Verb+Zero+Cond+A3sg /biz+Pron+Pers+A1pl+Pnon+Gen^DB+Verb+Zero+Cond+A3sg
neyimize	/ney+Noun+A3sg+P1pl+Dat /ne+Pron+Ques+A3sg+P1pl+Dat
nerdeydi	/nere+Pron+Ques+A3sg+Pnon+Loc^DB+Verb+Zero+Past+A3sg
sizsiz	/siz+Pron+Pers+A2pl+Pnon+Nom^DB+Adj+Without
hiçbirimize	/hiçbiri+Pron+Quant+A1pl+P1pl+Dat
onunkisi	/o+Pron+Demons+A3sg+Pnon+Gen^DB+Pron+Rel+A3sg+P3sg+Nom /o+Pron+Demons+A3sg+Pnon+Gen^DB+Pron+Rel^DB+Adj+Almost /o+Pron+Pers+A3sg+Pnon+Gen^DB+Pron+Rel+A3sg+P3sg+Nom /o+Pron+Pers+A3sg+Pnon+Gen^DB+Pron+Rel^DB+Adj+Almost /on+Num+Card^DB+Noun+Zero+A3sg+Pnon+Gen^DB+Pron+Rel+A3sg+P3sg+Nom /on+Num+Card^DB+Noun+Zero+A3sg+Pnon+Gen^DB+Pron+Rel^DB+Adj+Almost
onunkisi	/o+Pron+Demons+A3sg+Pnon+Gen^DB+Pron+Rel+A3sg+P3sg+Nom /o+Pron+Demons+A3sg+Pnon+Gen^DB+Pron+Rel^DB+Adj+Almost /o+Pron+Pers+A3sg+Pnon+Gen^DB+Pron+Rel+A3sg+P3sg+Nom /o+Pron+Pers+A3sg+Pnon+Gen^DB+Pron+Rel^DB+Adj+Almost /on+Num+Card^DB+Noun+Zero+A3sg+Pnon+Gen^DB+Pron+Rel+A3sg+P3sg+Nom /on+Num+Card^DB+Noun+Zero+A3sg+Pnon+Gen^DB+Pron+Rel^DB+Adj+Almost
onunkisi	/o+Pron+Demons+A3sg+Pnon+Gen^DB+Pron+Rel+A3sg+P3sg+Nom /o+Pron+Demons+A3sg+Pnon+Gen^DB+Pron+Rel^DB+Adj+Almost /o+Pron+Pers+A3sg+Pnon+Gen^DB+Pron+Rel+A3sg+P3sg+Nom /o+Pron+Pers+A3sg+Pnon+Gen^DB+Pron+Rel^DB+Adj+Almost /on+Num+Card^DB+Noun+Zero+A3sg+Pnon+Gen^DB+Pron+Rel+A3sg+P3sg+Nom /on+Num+Card^DB+Noun+Zero+A3sg+Pnon+Gen^DB+Pron+Rel^DB+Adj+Almost
onunkisi	/o+Pron+Demons+A3sg+Pnon+Gen^DB+Pron+Rel+A3sg+P3sg+Nom /o+Pron+Demons+A3sg+Pnon+Gen^DB+Pron+Rel^DB+Adj+Almost /o+Pron+Pers+A3sg+Pnon+Gen^DB+Pron+Rel+A3sg+P3sg+Nom /o+Pron+Pers+A3sg+Pnon+Gen^DB+Pron+Rel^DB+Adj+Almost /on+Num+Card^DB+Noun+Zero+A3sg+Pnon+Gen^DB+Pron+Rel+A3sg+P3sg+Nom /on+Num+Card^DB+Noun+Zero+A3sg+Pnon+Gen^DB+Pron+Rel^DB+Adj+Almost
onunkisi	/o+Pron+Demons+A3sg+Pnon+Gen^DB+Pron+Rel+A3sg+P3sg+Nom /o+Pron+Demons+A3sg+Pnon+Gen^DB+Pron+Rel^DB+Adj+Almost /o+Pron+Pers+A3sg+Pnon+Gen^DB+Pron+Rel+A3sg+P3sg+Nom /o+Pron+Pers+A3sg+Pnon+Gen^DB+Pron+Rel^DB+Adj+Almost /on+Num+Card^DB+Noun+Zero+A3sg+Pnon+Gen^DB+Pron+Rel+A3sg+P3sg+Nom /on+Num+Card^DB+Noun+Zero+A3sg+Pnon+Gen^DB+Pron+Rel^DB+Adj+Almost
onunkisi	/o+Pron+Demons+A3sg+Pnon+Gen^DB+Pron+Rel+A3sg+P3sg+Nom /o+Pron+Demons+A3sg+Pnon+Gen^DB+Pron+Rel^DB+Adj+Almost /o+Pron+Pers+A3sg+Pnon+Gen^DB+Pron+Rel+A3sg+P3sg+Nom /o+Pron+Pers+A3sg+Pnon+Gen^DB+Pron+Rel^DB+Adj+Almost /on+Num+Card^DB+Noun+Zero+A3sg+Pnon+Gen^DB+Pron+Rel+A3sg+P3sg+Nom /on+Num+Card^DB+Noun+Zero+A3sg+Pnon+Gen^DB+Pron+Rel^DB+Adj+Almost
onunkisi	/o+Pron+Demons+A3sg+Pnon+Gen^DB+Pron+Rel+A3sg+P3sg+Nom /o+Pron+Demons+A3sg+Pnon+Gen^DB+Pron+Rel^DB+Adj+Almost /o+Pron+Pers+A3sg+Pnon+Gen^DB+Pron+Rel+A3sg+P3sg+Nom /o+Pron+Pers+A3sg+Pnon+Gen^DB+Pron+Rel^DB+Adj+Almost /on+Num+Card^DB+Noun+Zero+A3sg+Pnon+Gen^DB+Pron+Rel+A3sg+P3sg+Nom /on+Num+Card^DB+Noun+Zero+A3sg+Pnon+Gen^DB+Pron+Rel^DB+Adj+Almost
onunkisi	/o+Pron+Demons+A3sg+Pnon+Gen^DB+Pron+Rel+A3sg+P3sg+Nom /o+Pron+Demons+A3sg+Pnon+Gen^DB+Pron+Rel^DB+Adj+Almost /o+Pron+Pers+A3sg+Pnon+Gen^DB+Pron+Rel+A3sg+P3sg+Nom /o+Pron+Pers+A3sg+Pnon+Gen^DB+Pron+Rel^DB+Adj+Almost /on+Num+Card^DB+Noun+Zero+A3sg+Pnon+Gen^DB+Pron+Rel+A3sg+P3sg+Nom /on+Num+Card^DB+Noun+Zero+A3sg+Pnon+Gen^DB+Pron+Rel^DB+Adj+Almost
onunkisi	/o+Pron+Demons+A3sg+Pnon+Gen^DB+Pron+Rel+A3sg+P3sg+Nom /o+Pron+Demons+A3sg+Pnon+Gen^DB+Pron+Rel^DB+Adj+Almost /o+Pron+Pers+A3sg+Pnon+Gen^DB+Pron+Rel+A3sg+P3sg+Nom /o+Pron+Pers+A3sg+Pnon+Gen^DB+Pron+Rel^DB+Adj+Almost /on+Num+Card^DB+Noun+Zero+A3sg+Pnon+Gen^DB+Pron+Rel+A3sg+P3sg+Nom /on+Num+Card^DB+Noun+Zero+A3sg+Pnon+Gen^DB+Pron+Rel^DB+Adj+Almost
onunkisi	/o+Pron+Demons+A3sg+Pnon+Gen^DB+Pron+Rel+A3sg+P3sg+Nom /o+Pron+Demons+A3sg+Pnon+Gen^DB+Pron+Rel^DB+Adj+Almost /o+Pron+Pers+A3sg+Pnon+Gen^DB+Pron+Rel+A3sg+P3sg+Nom /o+Pron+Pers+A3sg+Pnon+Gen^DB+Pron+Rel^DB+Adj+Almost /on+Num+Card^DB+Noun+Zero+A3sg+Pnon+Gen^DB+Pron+Rel+A3sg+P3sg+Nom /on+Num+Card^DB+Noun+Zero+A3sg+Pnon+Gen^DB+Pron+Rel^DB+Adj+Almost
bizdensin	/biz+Noun+A3sg+Pnon+Abl^DB+Verb+Zero+Pres+A2sg /biz+Pron+Pers+A1pl+Pnon+Abl^DB+Verb+Zero+Pres+A2sg
bilinki	/bil+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Nom /bilink+Noun+A3sg+P3sg+Nom /bilink+Noun+A3sg+Pnon+Acc /bilinki+Noun+A3sg+Pnon+Nom
benimsin	/ben+Noun+A3sg+Pnon+Nom^DB+Adj+JustLike^DB+Noun+Zero+A3sg+P2sg+Nom /ben+Noun+A3sg+P1sg+Nom^DB+Verb+Zero+Pres+A2sg /ben+Pron+Pers+A1sg+Pnon+Gen^DB+Verb+Zero+Pres+A2sg
kendisindedir	/kendi+Pron+Reflex+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+Cop+A3sg
bizse	/biz+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Cond+A3sg /biz+Pron+Pers+A1pl+Pnon+Nom^DB+Verb+Zero+Cond+A3sg
benimkinin	/ben+Pron+Pers+A1sg+Pnon+Gen^DB+Pron+Rel+A3sg+Pnon+Gen
benimkinin	/ben+Pron+Pers+A1sg+Pnon+Gen^DB+Pron+Rel+A3sg+Pnon+Gen
birbirlerinde	/birbiri+Pron+Quant+A3pl+P3pl+Loc
neresinin	/nere+Pron+Ques+A3sg+P3sg+Gen
kiminden	/kim+Pron+Ques+A3sg+P3sg+Abl /kim+Pron+Ques+A3sg+P2sg+Abl /kimi+Pron+Quant+A3sg+P3sg+Abl
kiminden	/kim+Pron+Ques+A3sg+P3sg+Abl /kim+Pron+Ques+A3sg+P2sg+Abl /kimi+Pron+Quant+A3sg+P3sg+Abl
kiminden	/kim+Pron+Ques+A3sg+P3sg+Abl /kim+Pron+Ques+A3sg+P2sg+Abl /kimi+Pron+Quant+A3sg+P3sg+Abl
bensem	/ben+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Cond+A1sg /ben+Pron+Pers+A1sg+Pnon+Nom^DB+Verb+Zero+Cond+A1sg
